snapshot_index,case_name,dataset_split,time_s,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m
2811,surrGrid_H0240_obsH0072_x0320,training_grid,0.125,0.24,0.072,0.32,0.024
2812,surrGrid_H0240_obsH0072_x0320,training_grid,0.15,0.24,0.072,0.32,0.024
2813,surrGrid_H0240_obsH0072_x0320,training_grid,0.175,0.24,0.072,0.32,0.024
2814,surrGrid_H0240_obsH0072_x0320,training_grid,0.2,0.24,0.072,0.32,0.024
2815,surrGrid_H0240_obsH0072_x0320,training_grid,0.225,0.24,0.072,0.32,0.024
2816,surrGrid_H0240_obsH0072_x0320,training_grid,0.25,0.24,0.072,0.32,0.024
2817,surrGrid_H0240_obsH0072_x0320,training_grid,0.275,0.24,0.072,0.32,0.024
2818,surrGrid_H0240_obsH0072_x0320,training_grid,0.3,0.24,0.072,0.32,0.024
2819,surrGrid_H0240_obsH0072_x0320,training_grid,0.325,0.24,0.072,0.32,0.024
2820,surrGrid_H0240_obsH0072_x0320,training_grid,0.35,0.24,0.072,0.32,0.024
2821,surrGrid_H0240_obsH0072_x0320,training_grid,0.375,0.24,0.072,0.32,0.024
2822,surrGrid_H0240_obsH0072_x0320,training_grid,0.4,0.24,0.072,0.32,0.024
2823,surrGrid_H0240_obsH0072_x0320,training_grid,0.425,0.24,0.072,0.32,0.024
2824,surrGrid_H0240_obsH0072_x0320,training_grid,0.45,0.24,0.072,0.32,0.024
2825,surrGrid_H0240_obsH0072_x0320,training_grid,0.475,0.24,0.072,0.32,0.024
2826,surrGrid_H0240_obsH0072_x0320,training_grid,0.5,0.24,0.072,0.32,0.024
2827,surrGrid_H0240_obsH0072_x0320,training_grid,0.525,0.24,0.072,0.32,0.024
2828,surrGrid_H0240_obsH0072_x0320,training_grid,0.55,0.24,0.072,0.32,0.024
2829,surrGrid_H0240_obsH0072_x0320,training_grid,0.575,0.24,0.072,0.32,0.024
2830,surrGrid_H0240_obsH0072_x0320,training_grid,0.6,0.24,0.072,0.32,0.024
2831,surrGrid_H0240_obsH0072_x0320,training_grid,0.625,0.24,0.072,0.32,0.024
2832,surrGrid_H0240_obsH0072_x0320,training_grid,0.65,0.24,0.072,0.32,0.024
2833,surrGrid_H0240_obsH0072_x0320,training_grid,0.675,0.24,0.072,0.32,0.024
2834,surrGrid_H0240_obsH0072_x0320,training_grid,0.7,0.24,0.072,0.32,0.024
2835,surrGrid_H0240_obsH0072_x0320,training_grid,0.725,0.24,0.072,0.32,0.024
2836,surrGrid_H0240_obsH0072_x0320,training_grid,0.75,0.24,0.072,0.32,0.024
2837,surrGrid_H0240_obsH0072_x0320,training_grid,0.775,0.24,0.072,0.32,0.024
2838,surrGrid_H0240_obsH0072_x0320,training_grid,0.8,0.24,0.072,0.32,0.024
2839,surrGrid_H0240_obsH0072_x0320,training_grid,0.825,0.24,0.072,0.32,0.024
2840,surrGrid_H0240_obsH0072_x0320,training_grid,0.85,0.24,0.072,0.32,0.024
2841,surrGrid_H0240_obsH0072_x0320,training_grid,0.875,0.24,0.072,0.32,0.024
2842,surrGrid_H0240_obsH0072_x0320,training_grid,0.9,0.24,0.072,0.32,0.024
2843,surrGrid_H0240_obsH0072_x0320,training_grid,0.925,0.24,0.072,0.32,0.024
2844,surrGrid_H0240_obsH0072_x0320,training_grid,0.95,0.24,0.072,0.32,0.024
2845,surrGrid_H0240_obsH0072_x0320,training_grid,0.975,0.24,0.072,0.32,0.024
2846,surrGrid_H0240_obsH0072_x0320,training_grid,1.0,0.24,0.072,0.32,0.024
2847,surrGrid_H0240_obsH0072_x0320,training_grid,1.025,0.24,0.072,0.32,0.024
2848,surrGrid_H0240_obsH0072_x0320,training_grid,1.05,0.24,0.072,0.32,0.024
2849,surrGrid_H0240_obsH0072_x0320,training_grid,1.075,0.24,0.072,0.32,0.024
2850,surrGrid_H0240_obsH0072_x0320,training_grid,1.1,0.24,0.072,0.32,0.024
2851,surrGrid_H0240_obsH0072_x0320,training_grid,1.125,0.24,0.072,0.32,0.024
2852,surrGrid_H0240_obsH0072_x0320,training_grid,1.15,0.24,0.072,0.32,0.024
2853,surrGrid_H0240_obsH0072_x0320,training_grid,1.175,0.24,0.072,0.32,0.024
2854,surrGrid_H0240_obsH0072_x0320,training_grid,1.2,0.24,0.072,0.32,0.024
2855,surrGrid_H0240_obsH0072_x0320,training_grid,1.225,0.24,0.072,0.32,0.024
2856,surrGrid_H0240_obsH0072_x0320,training_grid,1.25,0.24,0.072,0.32,0.024
2857,surrGrid_H0240_obsH0072_x0320,training_grid,1.275,0.24,0.072,0.32,0.024
2858,surrGrid_H0240_obsH0072_x0320,training_grid,1.3,0.24,0.072,0.32,0.024
2859,surrGrid_H0240_obsH0072_x0320,training_grid,1.325,0.24,0.072,0.32,0.024
2860,surrGrid_H0240_obsH0072_x0320,training_grid,1.35,0.24,0.072,0.32,0.024
2861,surrGrid_H0240_obsH0072_x0320,training_grid,1.375,0.24,0.072,0.32,0.024
2862,surrGrid_H0240_obsH0072_x0320,training_grid,1.4,0.24,0.072,0.32,0.024
2863,surrGrid_H0240_obsH0072_x0320,training_grid,1.425,0.24,0.072,0.32,0.024
2864,surrGrid_H0240_obsH0072_x0320,training_grid,1.45,0.24,0.072,0.32,0.024
2865,surrGrid_H0240_obsH0072_x0320,training_grid,1.475,0.24,0.072,0.32,0.024
2866,surrGrid_H0240_obsH0072_x0320,training_grid,1.5,0.24,0.072,0.32,0.024
2867,surrGrid_H0240_obsH0072_x0350,training_grid,0.0,0.24,0.072,0.35,0.024
2868,surrGrid_H0240_obsH0072_x0350,training_grid,0.025,0.24,0.072,0.35,0.024
2869,surrGrid_H0240_obsH0072_x0350,training_grid,0.05,0.24,0.072,0.35,0.024
2870,surrGrid_H0240_obsH0072_x0350,training_grid,0.075,0.24,0.072,0.35,0.024
2871,surrGrid_H0240_obsH0072_x0350,training_grid,0.1,0.24,0.072,0.35,0.024
2872,surrGrid_H0240_obsH0072_x0350,training_grid,0.125,0.24,0.072,0.35,0.024
2873,surrGrid_H0240_obsH0072_x0350,training_grid,0.15,0.24,0.072,0.35,0.024
2874,surrGrid_H0240_obsH0072_x0350,training_grid,0.175,0.24,0.072,0.35,0.024
2875,surrGrid_H0240_obsH0072_x0350,training_grid,0.2,0.24,0.072,0.35,0.024
2876,surrGrid_H0240_obsH0072_x0350,training_grid,0.225,0.24,0.072,0.35,0.024
2877,surrGrid_H0240_obsH0072_x0350,training_grid,0.25,0.24,0.072,0.35,0.024
2878,surrGrid_H0240_obsH0072_x0350,training_grid,0.275,0.24,0.072,0.35,0.024
2879,surrGrid_H0240_obsH0072_x0350,training_grid,0.3,0.24,0.072,0.35,0.024
2880,surrGrid_H0240_obsH0072_x0350,training_grid,0.325,0.24,0.072,0.35,0.024
2881,surrGrid_H0240_obsH0072_x0350,training_grid,0.35,0.24,0.072,0.35,0.024
2882,surrGrid_H0240_obsH0072_x0350,training_grid,0.375,0.24,0.072,0.35,0.024
2883,surrGrid_H0240_obsH0072_x0350,training_grid,0.4,0.24,0.072,0.35,0.024
2884,surrGrid_H0240_obsH0072_x0350,training_grid,0.425,0.24,0.072,0.35,0.024
2885,surrGrid_H0240_obsH0072_x0350,training_grid,0.45,0.24,0.072,0.35,0.024
2886,surrGrid_H0240_obsH0072_x0350,training_grid,0.475,0.24,0.072,0.35,0.024
2887,surrGrid_H0240_obsH0072_x0350,training_grid,0.5,0.24,0.072,0.35,0.024
2888,surrGrid_H0240_obsH0072_x0350,training_grid,0.525,0.24,0.072,0.35,0.024
2889,surrGrid_H0240_obsH0072_x0350,training_grid,0.55,0.24,0.072,0.35,0.024
2890,surrGrid_H0240_obsH0072_x0350,training_grid,0.575,0.24,0.072,0.35,0.024
2891,surrGrid_H0240_obsH0072_x0350,training_grid,0.6,0.24,0.072,0.35,0.024
2892,surrGrid_H0240_obsH0072_x0350,training_grid,0.625,0.24,0.072,0.35,0.024
2893,surrGrid_H0240_obsH0072_x0350,training_grid,0.65,0.24,0.072,0.35,0.024
2894,surrGrid_H0240_obsH0072_x0350,training_grid,0.675,0.24,0.072,0.35,0.024
2895,surrGrid_H0240_obsH0072_x0350,training_grid,0.7,0.24,0.072,0.35,0.024
2896,surrGrid_H0240_obsH0072_x0350,training_grid,0.725,0.24,0.072,0.35,0.024
2897,surrGrid_H0240_obsH0072_x0350,training_grid,0.75,0.24,0.072,0.35,0.024
2898,surrGrid_H0240_obsH0072_x0350,training_grid,0.775,0.24,0.072,0.35,0.024
2899,surrGrid_H0240_obsH0072_x0350,training_grid,0.8,0.24,0.072,0.35,0.024
2900,surrGrid_H0240_obsH0072_x0350,training_grid,0.825,0.24,0.072,0.35,0.024
2901,surrGrid_H0240_obsH0072_x0350,training_grid,0.85,0.24,0.072,0.35,0.024
2902,surrGrid_H0240_obsH0072_x0350,training_grid,0.875,0.24,0.072,0.35,0.024
2903,surrGrid_H0240_obsH0072_x0350,training_grid,0.9,0.24,0.072,0.35,0.024
2904,surrGrid_H0240_obsH0072_x0350,training_grid,0.925,0.24,0.072,0.35,0.024
2905,surrGrid_H0240_obsH0072_x0350,training_grid,0.95,0.24,0.072,0.35,0.024
2906,surrGrid_H0240_obsH0072_x0350,training_grid,0.975,0.24,0.072,0.35,0.024
2907,surrGrid_H0240_obsH0072_x0350,training_grid,1.0,0.24,0.072,0.35,0.024
2908,surrGrid_H0240_obsH0072_x0350,training_grid,1.025,0.24,0.072,0.35,0.024
2909,surrGrid_H0240_obsH0072_x0350,training_grid,1.05,0.24,0.072,0.35,0.024
2910,surrGrid_H0240_obsH0072_x0350,training_grid,1.075,0.24,0.072,0.35,0.024
2911,surrGrid_H0240_obsH0072_x0350,training_grid,1.1,0.24,0.072,0.35,0.024
2912,surrGrid_H0240_obsH0072_x0350,training_grid,1.125,0.24,0.072,0.35,0.024
2913,surrGrid_H0240_obsH0072_x0350,training_grid,1.15,0.24,0.072,0.35,0.024
2914,surrGrid_H0240_obsH0072_x0350,training_grid,1.175,0.24,0.072,0.35,0.024
2915,surrGrid_H0240_obsH0072_x0350,training_grid,1.2,0.24,0.072,0.35,0.024
2916,surrGrid_H0240_obsH0072_x0350,training_grid,1.225,0.24,0.072,0.35,0.024
2917,surrGrid_H0240_obsH0072_x0350,training_grid,1.25,0.24,0.072,0.35,0.024
2918,surrGrid_H0240_obsH0072_x0350,training_grid,1.275,0.24,0.072,0.35,0.024
2919,surrGrid_H0240_obsH0072_x0350,training_grid,1.3,0.24,0.072,0.35,0.024
2920,surrGrid_H0240_obsH0072_x0350,training_grid,1.325,0.24,0.072,0.35,0.024
2921,surrGrid_H0240_obsH0072_x0350,training_grid,1.35,0.24,0.072,0.35,0.024
2922,surrGrid_H0240_obsH0072_x0350,training_grid,1.375,0.24,0.072,0.35,0.024
2923,surrGrid_H0240_obsH0072_x0350,training_grid,1.4,0.24,0.072,0.35,0.024
2924,surrGrid_H0240_obsH0072_x0350,training_grid,1.425,0.24,0.072,0.35,0.024
2925,surrGrid_H0240_obsH0072_x0350,training_grid,1.45,0.24,0.072,0.35,0.024
2926,surrGrid_H0240_obsH0072_x0350,training_grid,1.475,0.24,0.072,0.35,0.024
2927,surrGrid_H0240_obsH0072_x0350,training_grid,1.5,0.24,0.072,0.35,0.024
2928,surrGrid_H0240_obsH0072_x0380,training_grid,0.0,0.24,0.072,0.38,0.024
2929,surrGrid_H0240_obsH0072_x0380,training_grid,0.025,0.24,0.072,0.38,0.024
2930,surrGrid_H0240_obsH0072_x0380,training_grid,0.05,0.24,0.072,0.38,0.024
2931,surrGrid_H0240_obsH0072_x0380,training_grid,0.075,0.24,0.072,0.38,0.024
2932,surrGrid_H0240_obsH0072_x0380,training_grid,0.1,0.24,0.072,0.38,0.024
2933,surrGrid_H0240_obsH0072_x0380,training_grid,0.125,0.24,0.072,0.38,0.024
2934,surrGrid_H0240_obsH0072_x0380,training_grid,0.15,0.24,0.072,0.38,0.024
2935,surrGrid_H0240_obsH0072_x0380,training_grid,0.175,0.24,0.072,0.38,0.024
2936,surrGrid_H0240_obsH0072_x0380,training_grid,0.2,0.24,0.072,0.38,0.024
2937,surrGrid_H0240_obsH0072_x0380,training_grid,0.225,0.24,0.072,0.38,0.024
2938,surrGrid_H0240_obsH0072_x0380,training_grid,0.25,0.24,0.072,0.38,0.024
2939,surrGrid_H0240_obsH0072_x0380,training_grid,0.275,0.24,0.072,0.38,0.024
2940,surrGrid_H0240_obsH0072_x0380,training_grid,0.3,0.24,0.072,0.38,0.024
2941,surrGrid_H0240_obsH0072_x0380,training_grid,0.325,0.24,0.072,0.38,0.024
2942,surrGrid_H0240_obsH0072_x0380,training_grid,0.35,0.24,0.072,0.38,0.024
2943,surrGrid_H0240_obsH0072_x0380,training_grid,0.375,0.24,0.072,0.38,0.024
2944,surrGrid_H0240_obsH0072_x0380,training_grid,0.4,0.24,0.072,0.38,0.024
2945,surrGrid_H0240_obsH0072_x0380,training_grid,0.425,0.24,0.072,0.38,0.024
2946,surrGrid_H0240_obsH0072_x0380,training_grid,0.45,0.24,0.072,0.38,0.024
2947,surrGrid_H0240_obsH0072_x0380,training_grid,0.475,0.24,0.072,0.38,0.024
2948,surrGrid_H0240_obsH0072_x0380,training_grid,0.5,0.24,0.072,0.38,0.024
2949,surrGrid_H0240_obsH0072_x0380,training_grid,0.525,0.24,0.072,0.38,0.024
2950,surrGrid_H0240_obsH0072_x0380,training_grid,0.55,0.24,0.072,0.38,0.024
2951,surrGrid_H0240_obsH0072_x0380,training_grid,0.575,0.24,0.072,0.38,0.024
2952,surrGrid_H0240_obsH0072_x0380,training_grid,0.6,0.24,0.072,0.38,0.024
2953,surrGrid_H0240_obsH0072_x0380,training_grid,0.625,0.24,0.072,0.38,0.024
2954,surrGrid_H0240_obsH0072_x0380,training_grid,0.65,0.24,0.072,0.38,0.024
2955,surrGrid_H0240_obsH0072_x0380,training_grid,0.675,0.24,0.072,0.38,0.024
2956,surrGrid_H0240_obsH0072_x0380,training_grid,0.7,0.24,0.072,0.38,0.024
2957,surrGrid_H0240_obsH0072_x0380,training_grid,0.725,0.24,0.072,0.38,0.024
2958,surrGrid_H0240_obsH0072_x0380,training_grid,0.75,0.24,0.072,0.38,0.024
2959,surrGrid_H0240_obsH0072_x0380,training_grid,0.775,0.24,0.072,0.38,0.024
2960,surrGrid_H0240_obsH0072_x0380,training_grid,0.8,0.24,0.072,0.38,0.024
2961,surrGrid_H0240_obsH0072_x0380,training_grid,0.825,0.24,0.072,0.38,0.024
2962,surrGrid_H0240_obsH0072_x0380,training_grid,0.85,0.24,0.072,0.38,0.024
2963,surrGrid_H0240_obsH0072_x0380,training_grid,0.875,0.24,0.072,0.38,0.024
2964,surrGrid_H0240_obsH0072_x0380,training_grid,0.9,0.24,0.072,0.38,0.024
2965,surrGrid_H0240_obsH0072_x0380,training_grid,0.925,0.24,0.072,0.38,0.024
2966,surrGrid_H0240_obsH0072_x0380,training_grid,0.95,0.24,0.072,0.38,0.024
2967,surrGrid_H0240_obsH0072_x0380,training_grid,0.975,0.24,0.072,0.38,0.024
2968,surrGrid_H0240_obsH0072_x0380,training_grid,1.0,0.24,0.072,0.38,0.024
2969,surrGrid_H0240_obsH0072_x0380,training_grid,1.025,0.24,0.072,0.38,0.024
2970,surrGrid_H0240_obsH0072_x0380,training_grid,1.05,0.24,0.072,0.38,0.024
2971,surrGrid_H0240_obsH0072_x0380,training_grid,1.075,0.24,0.072,0.38,0.024
2972,surrGrid_H0240_obsH0072_x0380,training_grid,1.1,0.24,0.072,0.38,0.024
2973,surrGrid_H0240_obsH0072_x0380,training_grid,1.125,0.24,0.072,0.38,0.024
2974,surrGrid_H0240_obsH0072_x0380,training_grid,1.15,0.24,0.072,0.38,0.024
2975,surrGrid_H0240_obsH0072_x0380,training_grid,1.175,0.24,0.072,0.38,0.024
2976,surrGrid_H0240_obsH0072_x0380,training_grid,1.2,0.24,0.072,0.38,0.024
2977,surrGrid_H0240_obsH0072_x0380,training_grid,1.225,0.24,0.072,0.38,0.024
2978,surrGrid_H0240_obsH0072_x0380,training_grid,1.25,0.24,0.072,0.38,0.024
2979,surrGrid_H0240_obsH0072_x0380,training_grid,1.275,0.24,0.072,0.38,0.024
2980,surrGrid_H0240_obsH0072_x0380,training_grid,1.3,0.24,0.072,0.38,0.024
2981,surrGrid_H0240_obsH0072_x0380,training_grid,1.325,0.24,0.072,0.38,0.024
2982,surrGrid_H0240_obsH0072_x0380,training_grid,1.35,0.24,0.072,0.38,0.024
2983,surrGrid_H0240_obsH0072_x0380,training_grid,1.375,0.24,0.072,0.38,0.024
2984,surrGrid_H0240_obsH0072_x0380,training_grid,1.4,0.24,0.072,0.38,0.024
2985,surrGrid_H0240_obsH0072_x0380,training_grid,1.425,0.24,0.072,0.38,0.024
2986,surrGrid_H0240_obsH0072_x0380,training_grid,1.45,0.24,0.072,0.38,0.024
2987,surrGrid_H0240_obsH0072_x0380,training_grid,1.475,0.24,0.072,0.38,0.024
2988,surrGrid_H0240_obsH0072_x0380,training_grid,1.5,0.24,0.072,0.38,0.024
2989,surrGrid_H0250_obsH0030_x0220,training_grid,0.0,0.25,0.03,0.22,0.024
2990,surrGrid_H0250_obsH0030_x0220,training_grid,0.025,0.25,0.03,0.22,0.024
2991,surrGrid_H0250_obsH0030_x0220,training_grid,0.05,0.25,0.03,0.22,0.024
2992,surrGrid_H0250_obsH0030_x0220,training_grid,0.075,0.25,0.03,0.22,0.024
2993,surrGrid_H0250_obsH0030_x0220,training_grid,0.1,0.25,0.03,0.22,0.024
2994,surrGrid_H0250_obsH0030_x0220,training_grid,0.125,0.25,0.03,0.22,0.024
2995,surrGrid_H0250_obsH0030_x0220,training_grid,0.15,0.25,0.03,0.22,0.024
2996,surrGrid_H0250_obsH0030_x0220,training_grid,0.175,0.25,0.03,0.22,0.024
2997,surrGrid_H0250_obsH0030_x0220,training_grid,0.2,0.25,0.03,0.22,0.024
2998,surrGrid_H0250_obsH0030_x0220,training_grid,0.225,0.25,0.03,0.22,0.024
2999,surrGrid_H0250_obsH0030_x0220,training_grid,0.25,0.25,0.03,0.22,0.024
3000,surrGrid_H0250_obsH0030_x0220,training_grid,0.275,0.25,0.03,0.22,0.024
3001,surrGrid_H0250_obsH0030_x0220,training_grid,0.3,0.25,0.03,0.22,0.024
3002,surrGrid_H0250_obsH0030_x0220,training_grid,0.325,0.25,0.03,0.22,0.024
3003,surrGrid_H0250_obsH0030_x0220,training_grid,0.35,0.25,0.03,0.22,0.024
3004,surrGrid_H0250_obsH0030_x0220,training_grid,0.375,0.25,0.03,0.22,0.024
3005,surrGrid_H0250_obsH0030_x0220,training_grid,0.4,0.25,0.03,0.22,0.024
3006,surrGrid_H0250_obsH0030_x0220,training_grid,0.425,0.25,0.03,0.22,0.024
3007,surrGrid_H0250_obsH0030_x0220,training_grid,0.45,0.25,0.03,0.22,0.024
3008,surrGrid_H0250_obsH0030_x0220,training_grid,0.475,0.25,0.03,0.22,0.024
3009,surrGrid_H0250_obsH0030_x0220,training_grid,0.5,0.25,0.03,0.22,0.024
3010,surrGrid_H0250_obsH0030_x0220,training_grid,0.525,0.25,0.03,0.22,0.024
3011,surrGrid_H0250_obsH0030_x0220,training_grid,0.55,0.25,0.03,0.22,0.024
3012,surrGrid_H0250_obsH0030_x0220,training_grid,0.575,0.25,0.03,0.22,0.024
3013,surrGrid_H0250_obsH0030_x0220,training_grid,0.6,0.25,0.03,0.22,0.024
3014,surrGrid_H0250_obsH0030_x0220,training_grid,0.625,0.25,0.03,0.22,0.024
3015,surrGrid_H0250_obsH0030_x0220,training_grid,0.65,0.25,0.03,0.22,0.024
3016,surrGrid_H0250_obsH0030_x0220,training_grid,0.675,0.25,0.03,0.22,0.024
3017,surrGrid_H0250_obsH0030_x0220,training_grid,0.7,0.25,0.03,0.22,0.024
3018,surrGrid_H0250_obsH0030_x0220,training_grid,0.725,0.25,0.03,0.22,0.024
3019,surrGrid_H0250_obsH0030_x0220,training_grid,0.75,0.25,0.03,0.22,0.024
3020,surrGrid_H0250_obsH0030_x0220,training_grid,0.775,0.25,0.03,0.22,0.024
3021,surrGrid_H0250_obsH0030_x0220,training_grid,0.8,0.25,0.03,0.22,0.024
3022,surrGrid_H0250_obsH0030_x0220,training_grid,0.825,0.25,0.03,0.22,0.024
3023,surrGrid_H0250_obsH0030_x0220,training_grid,0.85,0.25,0.03,0.22,0.024
3024,surrGrid_H0250_obsH0030_x0220,training_grid,0.875,0.25,0.03,0.22,0.024
3025,surrGrid_H0250_obsH0030_x0220,training_grid,0.9,0.25,0.03,0.22,0.024
3026,surrGrid_H0250_obsH0030_x0220,training_grid,0.925,0.25,0.03,0.22,0.024
3027,surrGrid_H0250_obsH0030_x0220,training_grid,0.95,0.25,0.03,0.22,0.024
3028,surrGrid_H0250_obsH0030_x0220,training_grid,0.975,0.25,0.03,0.22,0.024
3029,surrGrid_H0250_obsH0030_x0220,training_grid,1.0,0.25,0.03,0.22,0.024
3030,surrGrid_H0250_obsH0030_x0220,training_grid,1.025,0.25,0.03,0.22,0.024
3031,surrGrid_H0250_obsH0030_x0220,training_grid,1.05,0.25,0.03,0.22,0.024
3032,surrGrid_H0250_obsH0030_x0220,training_grid,1.075,0.25,0.03,0.22,0.024
3033,surrGrid_H0250_obsH0030_x0220,training_grid,1.1,0.25,0.03,0.22,0.024
3034,surrGrid_H0250_obsH0030_x0220,training_grid,1.125,0.25,0.03,0.22,0.024
3035,surrGrid_H0250_obsH0030_x0220,training_grid,1.15,0.25,0.03,0.22,0.024
3036,surrGrid_H0250_obsH0030_x0220,training_grid,1.175,0.25,0.03,0.22,0.024
3037,surrGrid_H0250_obsH0030_x0220,training_grid,1.2,0.25,0.03,0.22,0.024
3038,surrGrid_H0250_obsH0030_x0220,training_grid,1.225,0.25,0.03,0.22,0.024
3039,surrGrid_H0250_obsH0030_x0220,training_grid,1.25,0.25,0.03,0.22,0.024
3040,surrGrid_H0250_obsH0030_x0220,training_grid,1.275,0.25,0.03,0.22,0.024
3041,surrGrid_H0250_obsH0030_x0220,training_grid,1.3,0.25,0.03,0.22,0.024
3042,surrGrid_H0250_obsH0030_x0220,training_grid,1.325,0.25,0.03,0.22,0.024
3043,surrGrid_H0250_obsH0030_x0220,training_grid,1.35,0.25,0.03,0.22,0.024
3044,surrGrid_H0250_obsH0030_x0220,training_grid,1.375,0.25,0.03,0.22,0.024
3045,surrGrid_H0250_obsH0030_x0220,training_grid,1.4,0.25,0.03,0.22,0.024
3046,surrGrid_H0250_obsH0030_x0220,training_grid,1.425,0.25,0.03,0.22,0.024
3047,surrGrid_H0250_obsH0030_x0220,training_grid,1.45,0.25,0.03,0.22,0.024
3048,surrGrid_H0250_obsH0030_x0220,training_grid,1.475,0.25,0.03,0.22,0.024
3049,surrGrid_H0250_obsH0030_x0220,training_grid,1.5,0.25,0.03,0.22,0.024
3050,surrGrid_H0250_obsH0030_x0250,training_grid,0.0,0.25,0.03,0.25,0.024
3051,surrGrid_H0250_obsH0030_x0250,training_grid,0.025,0.25,0.03,0.25,0.024
3052,surrGrid_H0250_obsH0030_x0250,training_grid,0.05,0.25,0.03,0.25,0.024
3053,surrGrid_H0250_obsH0030_x0250,training_grid,0.075,0.25,0.03,0.25,0.024
3054,surrGrid_H0250_obsH0030_x0250,training_grid,0.1,0.25,0.03,0.25,0.024
3055,surrGrid_H0250_obsH0030_x0250,training_grid,0.125,0.25,0.03,0.25,0.024
3056,surrGrid_H0250_obsH0030_x0250,training_grid,0.15,0.25,0.03,0.25,0.024
3057,surrGrid_H0250_obsH0030_x0250,training_grid,0.175,0.25,0.03,0.25,0.024
3058,surrGrid_H0250_obsH0030_x0250,training_grid,0.2,0.25,0.03,0.25,0.024
3059,surrGrid_H0250_obsH0030_x0250,training_grid,0.225,0.25,0.03,0.25,0.024
3060,surrGrid_H0250_obsH0030_x0250,training_grid,0.25,0.25,0.03,0.25,0.024
3061,surrGrid_H0250_obsH0030_x0250,training_grid,0.275,0.25,0.03,0.25,0.024
3062,surrGrid_H0250_obsH0030_x0250,training_grid,0.3,0.25,0.03,0.25,0.024
3063,surrGrid_H0250_obsH0030_x0250,training_grid,0.325,0.25,0.03,0.25,0.024
3064,surrGrid_H0250_obsH0030_x0250,training_grid,0.35,0.25,0.03,0.25,0.024
3065,surrGrid_H0250_obsH0030_x0250,training_grid,0.375,0.25,0.03,0.25,0.024
3066,surrGrid_H0250_obsH0030_x0250,training_grid,0.4,0.25,0.03,0.25,0.024
3067,surrGrid_H0250_obsH0030_x0250,training_grid,0.425,0.25,0.03,0.25,0.024
3068,surrGrid_H0250_obsH0030_x0250,training_grid,0.45,0.25,0.03,0.25,0.024
3069,surrGrid_H0250_obsH0030_x0250,training_grid,0.475,0.25,0.03,0.25,0.024
3070,surrGrid_H0250_obsH0030_x0250,training_grid,0.5,0.25,0.03,0.25,0.024
3071,surrGrid_H0250_obsH0030_x0250,training_grid,0.525,0.25,0.03,0.25,0.024
3072,surrGrid_H0250_obsH0030_x0250,training_grid,0.55,0.25,0.03,0.25,0.024
3073,surrGrid_H0250_obsH0030_x0250,training_grid,0.575,0.25,0.03,0.25,0.024
3074,surrGrid_H0250_obsH0030_x0250,training_grid,0.6,0.25,0.03,0.25,0.024
3075,surrGrid_H0250_obsH0030_x0250,training_grid,0.625,0.25,0.03,0.25,0.024
3076,surrGrid_H0250_obsH0030_x0250,training_grid,0.65,0.25,0.03,0.25,0.024
3077,surrGrid_H0250_obsH0030_x0250,training_grid,0.675,0.25,0.03,0.25,0.024
3078,surrGrid_H0250_obsH0030_x0250,training_grid,0.7,0.25,0.03,0.25,0.024
3079,surrGrid_H0250_obsH0030_x0250,training_grid,0.725,0.25,0.03,0.25,0.024
3080,surrGrid_H0250_obsH0030_x0250,training_grid,0.75,0.25,0.03,0.25,0.024
3081,surrGrid_H0250_obsH0030_x0250,training_grid,0.775,0.25,0.03,0.25,0.024
3082,surrGrid_H0250_obsH0030_x0250,training_grid,0.8,0.25,0.03,0.25,0.024
3083,surrGrid_H0250_obsH0030_x0250,training_grid,0.825,0.25,0.03,0.25,0.024
3084,surrGrid_H0250_obsH0030_x0250,training_grid,0.85,0.25,0.03,0.25,0.024
3085,surrGrid_H0250_obsH0030_x0250,training_grid,0.875,0.25,0.03,0.25,0.024
3086,surrGrid_H0250_obsH0030_x0250,training_grid,0.9,0.25,0.03,0.25,0.024
3087,surrGrid_H0250_obsH0030_x0250,training_grid,0.925,0.25,0.03,0.25,0.024
3088,surrGrid_H0250_obsH0030_x0250,training_grid,0.95,0.25,0.03,0.25,0.024
3089,surrGrid_H0250_obsH0030_x0250,training_grid,0.975,0.25,0.03,0.25,0.024
3090,surrGrid_H0250_obsH0030_x0250,training_grid,1.0,0.25,0.03,0.25,0.024
3091,surrGrid_H0250_obsH0030_x0250,training_grid,1.025,0.25,0.03,0.25,0.024
3092,surrGrid_H0250_obsH0030_x0250,training_grid,1.05,0.25,0.03,0.25,0.024
3093,surrGrid_H0250_obsH0030_x0250,training_grid,1.075,0.25,0.03,0.25,0.024
3094,surrGrid_H0250_obsH0030_x0250,training_grid,1.1,0.25,0.03,0.25,0.024
3095,surrGrid_H0250_obsH0030_x0250,training_grid,1.125,0.25,0.03,0.25,0.024
3096,surrGrid_H0250_obsH0030_x0250,training_grid,1.15,0.25,0.03,0.25,0.024
3097,surrGrid_H0250_obsH0030_x0250,training_grid,1.175,0.25,0.03,0.25,0.024
3098,surrGrid_H0250_obsH0030_x0250,training_grid,1.2,0.25,0.03,0.25,0.024
3099,surrGrid_H0250_obsH0030_x0250,training_grid,1.225,0.25,0.03,0.25,0.024
3100,surrGrid_H0250_obsH0030_x0250,training_grid,1.25,0.25,0.03,0.25,0.024
